ID,Title,Content,Excerpt,Date,"Image URL","Image Filename","Image Path","Image ID","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured"
778,"Nieuw sportaccomodatie sc. Doesburg","<style>/*! elementor - v3.7.8 - 02-10-2022 */<br />
.elementor-widget-image-carousel .swiper-container{position:static}.elementor-widget-image-carousel .swiper-container .swiper-slide figure{line-height:inherit}.elementor-widget-image-carousel .swiper-slide{text-align:center}.elementor-image-carousel-wrapper:not(.swiper-container-initialized) .swiper-slide{max-width:calc(100% / var(--e-image-carousel-slides-to-show, 3))}</style>
<figure><img src=""http://localhost/jjba/wp-content/uploads/2022/10/17a.jpg"" alt=""17a""></figure>
We zijn volop in voorbereiding met de nieuwbouw voor een wat Engels achtige uitstraling als aansluiting op de bestaande woonwijk. De materiaal keuzes geven een gevarieerd en frisse uitstraling waardoor SC Doesburg de toekomst met plezier tegemoet kan zien!",,2022-10-23,http://janjansen.net/wp-content/uploads/2022/10/17a.jpg,17a.jpg,/home/customer/www/janjansen.net/public_html/wp-content/uploads/2022/10/17a.jpg,820,17a,,,,http://janjansen.net/wp-content/uploads/2022/10/17a.jpg
779,"Start bouw de kortemaat Duiven","<style>/*! elementor - v3.7.8 - 02-10-2022 */<br />
.elementor-widget-image-carousel .swiper-container{position:static}.elementor-widget-image-carousel .swiper-container .swiper-slide figure{line-height:inherit}.elementor-widget-image-carousel .swiper-slide{text-align:center}.elementor-image-carousel-wrapper:not(.swiper-container-initialized) .swiper-slide{max-width:calc(100% / var(--e-image-carousel-slides-to-show, 3))}</style>
<figure><img src=""http://localhost/jjba/wp-content/uploads/2022/10/14a-768x600.jpg"" alt=""14a""></figure>
We zijn gestart met 7 woningen a.d. Heilweg 22. Deze woningen worden na oplevering geleverd aan Vivare medio maart 2015.",,2022-10-23,,,,,,,,,
780,"Huis ter West - Westervoort","<style>/*! elementor - v3.7.8 - 02-10-2022 */<br />
.elementor-widget-image-carousel .swiper-container{position:static}.elementor-widget-image-carousel .swiper-container .swiper-slide figure{line-height:inherit}.elementor-widget-image-carousel .swiper-slide{text-align:center}.elementor-image-carousel-wrapper:not(.swiper-container-initialized) .swiper-slide{max-width:calc(100% / var(--e-image-carousel-slides-to-show, 3))}</style>
<figure><img src=""http://localhost/jjba/wp-content/uploads/2022/10/13a.jpg"" alt=""13a""></figure>
Naast station Westervoort aan het bestaande baanwachtershuis wordt een nieuw concept gerealiseerd. In opdracht van Manfred Pelgrim komt hier een gebouw waar diverse functies samensmelten. Denk hierbij aan een stationsrestauratie gecombineerd met winkel, bank, galerie etc.",,2022-10-23,http://janjansen.net/wp-content/uploads/2022/10/13a.jpg,13a.jpg,/home/customer/www/janjansen.net/public_html/wp-content/uploads/2022/10/13a.jpg,818,13a,,,,http://janjansen.net/wp-content/uploads/2022/10/13a.jpg
781,"Terpstraat 9 Groessen - Terpwonen","<style>/*! elementor - v3.7.8 - 02-10-2022 */<br />
.elementor-widget-image-carousel .swiper-container{position:static}.elementor-widget-image-carousel .swiper-container .swiper-slide figure{line-height:inherit}.elementor-widget-image-carousel .swiper-slide{text-align:center}.elementor-image-carousel-wrapper:not(.swiper-container-initialized) .swiper-slide{max-width:calc(100% / var(--e-image-carousel-slides-to-show, 3))}</style>
<figure><img src=""http://localhost/jjba/wp-content/uploads/2022/10/12a-768x562.png"" alt=""12a""></figure>
Stijlvol wonen aan de rand van Groessen op het erf.

Herontwikkeling van agrarische bestemming naar woonfunctie.
Realisatie van een vrijstaande villa en een 2 onder 1 kap woning rondom de bestaande boerderij. Zo ontstaat er een boerenerf dat ingepast wordt op de omliggende landelijke omgeving.
Binnenkort start verkoop!",,2022-10-23,http://janjansen.net/wp-content/uploads/2022/10/12a.png,12a.png,/home/customer/www/janjansen.net/public_html/wp-content/uploads/2022/10/12a.png,817,12a,,,,http://janjansen.net/wp-content/uploads/2022/10/12a.png
782,"Bedrijfsgebouw ad. Leigraafseweg Doesburg opgeleverd","<style>/*! elementor - v3.7.8 - 02-10-2022 */<br />
.elementor-widget-image-carousel .swiper-container{position:static}.elementor-widget-image-carousel .swiper-container .swiper-slide figure{line-height:inherit}.elementor-widget-image-carousel .swiper-slide{text-align:center}.elementor-image-carousel-wrapper:not(.swiper-container-initialized) .swiper-slide{max-width:calc(100% / var(--e-image-carousel-slides-to-show, 3))}</style>
<figure><img src=""http://localhost/jjba/wp-content/uploads/2022/10/11a.jpg"" alt=""11a""></figure>
Na 4 maanden uitvoering is het bedrijfsgebouw opgeleverd.
Het gebouw zoekt nog een gebruiker voor de verhuur kunt u kantact opnemen met Ten Hag makelaars.",,2022-10-23,http://janjansen.net/wp-content/uploads/2022/10/11a.jpg,11a.jpg,/home/customer/www/janjansen.net/public_html/wp-content/uploads/2022/10/11a.jpg,811,11a,,,,http://janjansen.net/wp-content/uploads/2022/10/11a.jpg
783,"IJsseloeverwonen in Lathum","<style>/*! elementor - v3.7.8 - 02-10-2022 */<br />
.elementor-widget-image-carousel .swiper-container{position:static}.elementor-widget-image-carousel .swiper-container .swiper-slide figure{line-height:inherit}.elementor-widget-image-carousel .swiper-slide{text-align:center}.elementor-image-carousel-wrapper:not(.swiper-container-initialized) .swiper-slide{max-width:calc(100% / var(--e-image-carousel-slides-to-show, 3))}</style>
<figure><img src=""http://localhost/jjba/wp-content/uploads/2022/10/10a-scaled.jpg"" alt=""10a""></figure>
IJsseloeverwonen in Lathum is in de verkoop.
Meer informatie via www.ijsseloever-wonen.nl",,2022-10-23,http://janjansen.net/wp-content/uploads/2022/10/10a-scaled.jpg,10a-scaled.jpg,/home/customer/www/janjansen.net/public_html/wp-content/uploads/2022/10/10a-scaled.jpg,810,10a,,,,http://janjansen.net/wp-content/uploads/2022/10/10a-scaled.jpg
784,"www.glorieus-wonen.nl gaat in de verkoop","<style>/*! elementor - v3.7.8 - 02-10-2022 */<br />
.elementor-widget-image-carousel .swiper-container{position:static}.elementor-widget-image-carousel .swiper-container .swiper-slide figure{line-height:inherit}.elementor-widget-image-carousel .swiper-slide{text-align:center}.elementor-image-carousel-wrapper:not(.swiper-container-initialized) .swiper-slide{max-width:calc(100% / var(--e-image-carousel-slides-to-show, 3))}</style>
<figure><img src=""http://localhost/jjba/wp-content/uploads/2022/10/20a-768x490.jpg"" alt=""20a""></figure>
Door een leuke artikel in de Gelderlander geven Roelof en Thea uitleg aan journalist Rene Boekhorst over hun zakelijke levensloop van Gloriosa kwekerij naar bakstenen.",,2022-10-23,http://janjansen.net/wp-content/uploads/2022/10/9a.jpg,9a.jpg,/home/customer/www/janjansen.net/public_html/wp-content/uploads/2022/10/9a.jpg,809,9a,,,,http://janjansen.net/wp-content/uploads/2022/10/9a.jpg
785,"Glorieus wonen in Groessen","<style>/*! elementor - v3.7.8 - 02-10-2022 */<br />
.elementor-widget-image-carousel .swiper-container{position:static}.elementor-widget-image-carousel .swiper-container .swiper-slide figure{line-height:inherit}.elementor-widget-image-carousel .swiper-slide{text-align:center}.elementor-image-carousel-wrapper:not(.swiper-container-initialized) .swiper-slide{max-width:calc(100% / var(--e-image-carousel-slides-to-show, 3))}</style>
<figure><img src=""http://localhost/jjba/wp-content/uploads/2022/10/7a.jpg"" alt=""7a""></figure>
Een taart. De start voor de uitvoering van een stijlvol, kwalitatief en landelijk wonen in Groessen. Het plan kan ongewijzigd worden uitgevoerd.
Na verkoop zullen de kassen plaats maken voor woningen een totale metamorfose in landelijk Groessen.

We zijn bijna klaar voor de verkoop.

Voor informatie www.glorieus-wonen.nl",,2022-10-23,http://janjansen.net/wp-content/uploads/2022/10/7a.jpg,7a.jpg,/home/customer/www/janjansen.net/public_html/wp-content/uploads/2022/10/7a.jpg,808,7a,,,,http://janjansen.net/wp-content/uploads/2022/10/7a.jpg
786,"De linie Doesburg","<style>/*! elementor - v3.7.8 - 02-10-2022 */<br />
.elementor-widget-image-carousel .swiper-container{position:static}.elementor-widget-image-carousel .swiper-container .swiper-slide figure{line-height:inherit}.elementor-widget-image-carousel .swiper-slide{text-align:center}.elementor-image-carousel-wrapper:not(.swiper-container-initialized) .swiper-slide{max-width:calc(100% / var(--e-image-carousel-slides-to-show, 3))}</style>
<figure><img src=""http://localhost/jjba/wp-content/uploads/2022/10/6a.jpg"" alt=""6a""></figure>
We zijn verheugd dat het monumentale gebouw geschikt is gemaakt voor man of Only.
We waren betrokken bij het gebouwpotentieel onderzoek en bestemmingsplan traject met de gemeente i.v.m. gebruikers mogelijkheden na de bedrijfs beeindiging van Geereking antiek.
UIteraard heeft man of Only dit smaak vol ingericht.",,2022-10-23,http://janjansen.net/wp-content/uploads/2022/10/6a.jpg,6a.jpg,/home/customer/www/janjansen.net/public_html/wp-content/uploads/2022/10/6a.jpg,807,6a,,,,http://janjansen.net/wp-content/uploads/2022/10/6a.jpg
787,"Startbouw bedrijfsgebouw Doesburg","<style>/*! elementor - v3.7.8 - 02-10-2022 */<br />
.elementor-widget-image-carousel .swiper-container{position:static}.elementor-widget-image-carousel .swiper-container .swiper-slide figure{line-height:inherit}.elementor-widget-image-carousel .swiper-slide{text-align:center}.elementor-image-carousel-wrapper:not(.swiper-container-initialized) .swiper-slide{max-width:calc(100% / var(--e-image-carousel-slides-to-show, 3))}</style>
<figure><img src=""http://localhost/jjba/wp-content/uploads/2022/12/5-768x768.jpg"" alt=""5""></figure>
<figure><img src=""http://localhost/jjba/wp-content/uploads/2022/10/5a-768x768.jpg"" alt=""5a""></figure>
<svg aria-hidden=""true""><use xlink:href=""#eicon-chevron-left""></use></svg>						Vorige
<svg aria-hidden=""true""><use xlink:href=""#eicon-chevron-right""></use></svg>						Volgende

We zijn gestart met de uitvoering voor een bedrijfsgebouw a.d. Leigraafseweg te Doesburg.
Dit bedrijfsgebouw is vrijindeelbaar en zla op wens van mogelijke huurders worden aangepast.
De oplevering staat gepland voor medio Juli 2013.",,2022-10-23,http://janjansen.net/wp-content/uploads/2022/10/5a.jpg,5a.jpg,/home/customer/www/janjansen.net/public_html/wp-content/uploads/2022/10/5a.jpg,806,5a,,,,http://janjansen.net/wp-content/uploads/2022/10/5a.jpg
788,"Start bouw laatste woning Kloosterhof","<style>/*! elementor - v3.7.8 - 02-10-2022 */<br />
.elementor-widget-image-carousel .swiper-container{position:static}.elementor-widget-image-carousel .swiper-container .swiper-slide figure{line-height:inherit}.elementor-widget-image-carousel .swiper-slide{text-align:center}.elementor-image-carousel-wrapper:not(.swiper-container-initialized) .swiper-slide{max-width:calc(100% / var(--e-image-carousel-slides-to-show, 3))}</style>
<figure><img src=""http://localhost/jjba/wp-content/uploads/2022/10/4a.jpg"" alt=""4a""></figure>
De laatste woning is gestart met uitvoering en word medio december 2013 opgeleverd waarmee het plan word afgerond.",,2022-10-23,http://janjansen.net/wp-content/uploads/2022/10/4a.jpg,4a.jpg,/home/customer/www/janjansen.net/public_html/wp-content/uploads/2022/10/4a.jpg,805,4a,,,,http://janjansen.net/wp-content/uploads/2022/10/4a.jpg
789,"BTW-verlaging ook voor bouwtekeningen architecten","<style>/*! elementor - v3.7.8 - 02-10-2022 */<br />
.elementor-widget-image-carousel .swiper-container{position:static}.elementor-widget-image-carousel .swiper-container .swiper-slide figure{line-height:inherit}.elementor-widget-image-carousel .swiper-slide{text-align:center}.elementor-image-carousel-wrapper:not(.swiper-container-initialized) .swiper-slide{max-width:calc(100% / var(--e-image-carousel-slides-to-show, 3))}</style>
<figure><img src=""http://localhost/jjba/wp-content/uploads/2022/10/3a.jpg"" alt=""3a""></figure>
Per 1 maart 2013 is tijdelijk het btw-tarief voor renovatie en herstel van woningen ouder dan twee jaar verlaagt. De tijdelijke btw-verlaging kan ook voor architecten werkzaamheden worden toegepast. Het verlaagde btw-tarief geldt voor een jaar.",,2022-10-23,http://janjansen.net/wp-content/uploads/2022/10/3a.jpg,3a.jpg,/home/customer/www/janjansen.net/public_html/wp-content/uploads/2022/10/3a.jpg,804,3a,,,,http://janjansen.net/wp-content/uploads/2022/10/3a.jpg
790,"Hoogste punt overkapping Compaxo Zevenaar","<style>/*! elementor - v3.7.8 - 02-10-2022 */<br />
.elementor-widget-image-carousel .swiper-container{position:static}.elementor-widget-image-carousel .swiper-container .swiper-slide figure{line-height:inherit}.elementor-widget-image-carousel .swiper-slide{text-align:center}.elementor-image-carousel-wrapper:not(.swiper-container-initialized) .swiper-slide{max-width:calc(100% / var(--e-image-carousel-slides-to-show, 3))}</style>
<figure><img src=""http://localhost/jjba/wp-content/uploads/2022/10/2.jpg"" alt=""2""></figure>
Het hoogste punt bij de bouw van de Compaxo te Zevenaar is bereikt!
Op naar de afbouw.",,2022-10-23,,,,,,,,,
791,"Bestemmingsplan onherroepelijk project Hamersestraat","<style>/*! elementor - v3.7.8 - 02-10-2022 */<br />
.elementor-widget-image-carousel .swiper-container{position:static}.elementor-widget-image-carousel .swiper-container .swiper-slide figure{line-height:inherit}.elementor-widget-image-carousel .swiper-slide{text-align:center}.elementor-image-carousel-wrapper:not(.swiper-container-initialized) .swiper-slide{max-width:calc(100% / var(--e-image-carousel-slides-to-show, 3))}</style>
<figure><img src=""http://localhost/jjba/wp-content/uploads/2022/10/1a.jpg"" alt=""1a""></figure>
In opdracht van de eigenaar van het agrarische perceel aan de Hamersestraat in Westervoort heeft Jan Jansen bouwkundig adviseurs de ontwikkeling van het perceel vormgegeven.

Het plangebied (weiland) maakt in de huidige situatie onderdeel uit van een klein cluster van vrijstaande woningen langs de Hamersestraat. Binnen dit cluster vormt de kavel een onderbreking van het bebouwingslint. Met de invulling van de kavel ontstaat een continue lintbebouwing. Deze tussenliggende open ruimte is ruim genoeg voor de realisatie van één royale vrijstaande woning. De verkoop wordt medio april 2012 opgestart",,2022-10-23,http://janjansen.net/wp-content/uploads/2022/10/1a.jpg,1a.jpg,/home/customer/www/janjansen.net/public_html/wp-content/uploads/2022/10/1a.jpg,767,1a,,,,http://janjansen.net/wp-content/uploads/2022/10/1a.jpg
833,"Ijsseldijk 38 word een bestaande hal 700m2 met erfverharding gesloopt en vervangen.","<style>/*! elementor - v3.7.8 - 02-10-2022 */<br />
.elementor-widget-image-carousel .swiper-container{position:static}.elementor-widget-image-carousel .swiper-container .swiper-slide figure{line-height:inherit}.elementor-widget-image-carousel .swiper-slide{text-align:center}.elementor-image-carousel-wrapper:not(.swiper-container-initialized) .swiper-slide{max-width:calc(100% / var(--e-image-carousel-slides-to-show, 3))}</style>
<figure><img src=""http://localhost/jjba/wp-content/uploads/2022/10/54a-768x600.jpg"" alt=""54a""></figure>
Ijsseldijk 38 word een bestaande hal 700m2 met erfverharding gesloopt en vervangen door 2 kleinschalige halletje van elk 150m2 passend in een landschappelijk ontworpen landschapsplan.
Beplantingsplan word op dit moment uitgewerkt door Rob Aben lamdschapsarchitect.",,2022-10-23,http://janjansen.net/wp-content/uploads/2022/10/54a.jpg,54a.jpg,/home/customer/www/janjansen.net/public_html/wp-content/uploads/2022/10/54a.jpg,920,54a,,,,http://janjansen.net/wp-content/uploads/2022/10/54a.jpg
834,"Renovatie woning a.d. Brouwerslaan 9","<style>/*! elementor - v3.7.8 - 02-10-2022 */<br />
.elementor-widget-image-carousel .swiper-container{position:static}.elementor-widget-image-carousel .swiper-container .swiper-slide figure{line-height:inherit}.elementor-widget-image-carousel .swiper-slide{text-align:center}.elementor-image-carousel-wrapper:not(.swiper-container-initialized) .swiper-slide{max-width:calc(100% / var(--e-image-carousel-slides-to-show, 3))}</style>
<figure><img src=""http://localhost/jjba/wp-content/uploads/2022/10/53a-768x600.jpg"" alt=""53a""></figure>
De plannen bestaan uit vergunningsvrije aanbouwen en een omgevingsvergunningaanvraag voor de voorgevel.
De woning is nooit is het verleden afgebouwd.",,2022-10-23,http://janjansen.net/wp-content/uploads/2022/10/53a.jpg,53a.jpg,/home/customer/www/janjansen.net/public_html/wp-content/uploads/2022/10/53a.jpg,921,53a,,,,http://janjansen.net/wp-content/uploads/2022/10/53a.jpg
835,"Nieuwbouw woning Zeddam in voorbereiding.","<style>/*! elementor - v3.7.8 - 02-10-2022 */<br />
.elementor-widget-image-carousel .swiper-container{position:static}.elementor-widget-image-carousel .swiper-container .swiper-slide figure{line-height:inherit}.elementor-widget-image-carousel .swiper-slide{text-align:center}.elementor-image-carousel-wrapper:not(.swiper-container-initialized) .swiper-slide{max-width:calc(100% / var(--e-image-carousel-slides-to-show, 3))}</style>
<figure><img src=""http://localhost/jjba/wp-content/uploads/2022/10/52a-768x600.jpg"" alt=""52a""></figure>
Nieuwbouw woning Zeddam in voorbereiding.",,2022-10-23,http://janjansen.net/wp-content/uploads/2022/10/52a.jpg,52a.jpg,/home/customer/www/janjansen.net/public_html/wp-content/uploads/2022/10/52a.jpg,922,52a,,,,http://janjansen.net/wp-content/uploads/2022/10/52a.jpg
836,"1e paal eerste woning kavel 6 van plan Geerken te Westervoort","<style>/*! elementor - v3.7.8 - 02-10-2022 */<br />
.elementor-widget-image-carousel .swiper-container{position:static}.elementor-widget-image-carousel .swiper-container .swiper-slide figure{line-height:inherit}.elementor-widget-image-carousel .swiper-slide{text-align:center}.elementor-image-carousel-wrapper:not(.swiper-container-initialized) .swiper-slide{max-width:calc(100% / var(--e-image-carousel-slides-to-show, 3))}</style>
<figure><img src=""http://localhost/jjba/wp-content/uploads/2022/10/51a-768x600.jpg"" alt=""51a""></figure>
1e paal eerste woning kavel 6 van plan Geerken te Westervoort.",,2022-10-23,http://janjansen.net/wp-content/uploads/2022/10/51a.jpg,51a.jpg,/home/customer/www/janjansen.net/public_html/wp-content/uploads/2022/10/51a.jpg,923,51a,,,,http://janjansen.net/wp-content/uploads/2022/10/51a.jpg
837,"Sportpark Doesburg optimaal in gebruik","<style>/*! elementor - v3.7.8 - 02-10-2022 */<br />
.elementor-widget-image-carousel .swiper-container{position:static}.elementor-widget-image-carousel .swiper-container .swiper-slide figure{line-height:inherit}.elementor-widget-image-carousel .swiper-slide{text-align:center}.elementor-image-carousel-wrapper:not(.swiper-container-initialized) .swiper-slide{max-width:calc(100% / var(--e-image-carousel-slides-to-show, 3))}</style>
<figure><img src=""http://localhost/jjba/wp-content/uploads/2022/10/50a-768x600.jpg"" alt=""50a""></figure>
Tijdens de promotie wedstrijd van zondag jl.. hebben we als hoofdsponsor van sportclub Doesburg de geweldige sfeer van de nieuwe accommodatie mogen proeven.

We zijn trots dat we aan de realisatie deze in Engelse sfeer aan doende accommodatie in de woonwijk een steentje hebben bijgedragen als architect.",,2022-10-23,http://janjansen.net/wp-content/uploads/2022/10/50a.jpg,50a.jpg,/home/customer/www/janjansen.net/public_html/wp-content/uploads/2022/10/50a.jpg,918,50a,,,,http://janjansen.net/wp-content/uploads/2022/10/50a.jpg
838,"Uniek woongebouw","<style>/*! elementor - v3.7.8 - 02-10-2022 */<br />
.elementor-widget-image-carousel .swiper-container{position:static}.elementor-widget-image-carousel .swiper-container .swiper-slide figure{line-height:inherit}.elementor-widget-image-carousel .swiper-slide{text-align:center}.elementor-image-carousel-wrapper:not(.swiper-container-initialized) .swiper-slide{max-width:calc(100% / var(--e-image-carousel-slides-to-show, 3))}</style>
<figure><img src=""http://localhost/jjba/wp-content/uploads/2022/10/49a-1-768x600.jpg"" alt=""49a (1)""></figure>
De omgevingsaanvraag Bandijk 77a en 77b te Lathum (Zevenaar) is deze unieke woongebouw de omgevingsvergunning aangevraagd,
In landelijke omgeving in de buurt van o.a. Arnhem komt dit bijzondere erfbebouwing Ijsseloeverwonen.

De voorbereiding voor de sloop en realisatie zijn in volle gang.",,2022-10-23,http://janjansen.net/wp-content/uploads/2022/10/49a-1.jpg,49a-1.jpg,/home/customer/www/janjansen.net/public_html/wp-content/uploads/2022/10/49a-1.jpg,912,"49a (1)",,,,http://janjansen.net/wp-content/uploads/2022/10/49a-1.jpg
839,"De gevelstenen maken er een mooi pallet van ad Terpstraat 9b Groessen","<style>/*! elementor - v3.7.8 - 02-10-2022 */<br />
.elementor-widget-image-carousel .swiper-container{position:static}.elementor-widget-image-carousel .swiper-container .swiper-slide figure{line-height:inherit}.elementor-widget-image-carousel .swiper-slide{text-align:center}.elementor-image-carousel-wrapper:not(.swiper-container-initialized) .swiper-slide{max-width:calc(100% / var(--e-image-carousel-slides-to-show, 3))}</style>
<figure><img src=""http://localhost/jjba/wp-content/uploads/2022/12/48a-768x600.jpg"" alt=""48a""></figure>
De gevelstenen maken er een mooi pallet van ad Terpstraat 9b Groessen",,2022-10-23,http://janjansen.net/wp-content/uploads/2022/10/48a.jpg,48a.jpg,/home/customer/www/janjansen.net/public_html/wp-content/uploads/2022/10/48a.jpg,899,48a,,,,http://janjansen.net/wp-content/uploads/2022/10/48a.jpg
840,"De eerste 3 familie s wonen al in Glorieus wonen project","<style>/*! elementor - v3.7.8 - 02-10-2022 */<br />
.elementor-widget-image-carousel .swiper-container{position:static}.elementor-widget-image-carousel .swiper-container .swiper-slide figure{line-height:inherit}.elementor-widget-image-carousel .swiper-slide{text-align:center}.elementor-image-carousel-wrapper:not(.swiper-container-initialized) .swiper-slide{max-width:calc(100% / var(--e-image-carousel-slides-to-show, 3))}</style>
<figure><img src=""http://localhost/jjba/wp-content/uploads/2022/12/47a-768x600.jpg"" alt=""47a""></figure>
De eerste 3 families wonen al in Glorieus wonen project.
Indrukwekkend en modern met een knipoog naar historie met kassen.
Veel woonplezier gewenst!",,2022-10-23,http://janjansen.net/wp-content/uploads/2022/10/47a.jpg,47a.jpg,/home/customer/www/janjansen.net/public_html/wp-content/uploads/2022/10/47a.jpg,900,47a,,,,http://janjansen.net/wp-content/uploads/2022/10/47a.jpg
841,"Medebouwers gevraagd voor kavels 6 het Geerken te Westervoort","<style>/*! elementor - v3.7.8 - 02-10-2022 */<br />
.elementor-widget-image-carousel .swiper-container{position:static}.elementor-widget-image-carousel .swiper-container .swiper-slide figure{line-height:inherit}.elementor-widget-image-carousel .swiper-slide{text-align:center}.elementor-image-carousel-wrapper:not(.swiper-container-initialized) .swiper-slide{max-width:calc(100% / var(--e-image-carousel-slides-to-show, 3))}</style>
<figure><img src=""http://localhost/jjba/wp-content/uploads/2022/10/46a-768x600.jpg"" alt=""46a""></figure>
Op korte termijn in 2018 starten we met deze woning op kavel 6.
In bijgaande weergave hebt u een indruk van de mogelijkheden van de architectuur.
Kavels zijn deels nog beschikbaar en als er gelijktijdig kan worden gebouwd met kavel 6 heeft u kostenvoordeel van de aannemer.",,2022-10-23,http://janjansen.net/wp-content/uploads/2022/10/46a.jpg,46a.jpg,/home/customer/www/janjansen.net/public_html/wp-content/uploads/2022/10/46a.jpg,901,46a,,,,http://janjansen.net/wp-content/uploads/2022/10/46a.jpg
842,"Heilweg 20 Duiven","<style>/*! elementor - v3.7.8 - 02-10-2022 */<br />
.elementor-widget-image-carousel .swiper-container{position:static}.elementor-widget-image-carousel .swiper-container .swiper-slide figure{line-height:inherit}.elementor-widget-image-carousel .swiper-slide{text-align:center}.elementor-image-carousel-wrapper:not(.swiper-container-initialized) .swiper-slide{max-width:calc(100% / var(--e-image-carousel-slides-to-show, 3))}</style>
<figure><img src=""http://localhost/jjba/wp-content/uploads/2022/10/45a-768x600.jpg"" alt=""45a""></figure>
We starten met de woning a.d. Heilweg te Duiven in januari a.s. met de boorpalen.",,2022-10-23,http://janjansen.net/wp-content/uploads/2022/10/45a.jpg,45a.jpg,/home/customer/www/janjansen.net/public_html/wp-content/uploads/2022/10/45a.jpg,902,45a,,,,http://janjansen.net/wp-content/uploads/2022/10/45a.jpg
843,"Erfwoning a.d. Terpstraat 9b en c Groessen","<style>/*! elementor - v3.7.8 - 02-10-2022 */<br />
.elementor-widget-image-carousel .swiper-container{position:static}.elementor-widget-image-carousel .swiper-container .swiper-slide figure{line-height:inherit}.elementor-widget-image-carousel .swiper-slide{text-align:center}.elementor-image-carousel-wrapper:not(.swiper-container-initialized) .swiper-slide{max-width:calc(100% / var(--e-image-carousel-slides-to-show, 3))}</style>
<figure><img src=""http://localhost/jjba/wp-content/uploads/2022/10/44a-768x600.jpg"" alt=""44a""></figure>
Erfwoning a.d. Terpstraat 9b en c Groessen.
Verdiepingsbeton wanden stort klaar.
Echte beton constructie super.",,2022-10-23,http://janjansen.net/wp-content/uploads/2022/10/44a.jpg,44a.jpg,/home/customer/www/janjansen.net/public_html/wp-content/uploads/2022/10/44a.jpg,903,44a,,,,http://janjansen.net/wp-content/uploads/2022/10/44a.jpg
844,"Omgevingsvergunning Picolistraat 9 Duiven","<style>/*! elementor - v3.7.8 - 02-10-2022 */<br />
.elementor-widget-image-carousel .swiper-container{position:static}.elementor-widget-image-carousel .swiper-container .swiper-slide figure{line-height:inherit}.elementor-widget-image-carousel .swiper-slide{text-align:center}.elementor-image-carousel-wrapper:not(.swiper-container-initialized) .swiper-slide{max-width:calc(100% / var(--e-image-carousel-slides-to-show, 3))}</style>
<figure><img src=""http://localhost/jjba/wp-content/uploads/2022/10/43a-768x600.jpg"" alt=""43a""></figure>
De omgevingsvergunning is verleend voor de nieuwbouw van de woning aan de Picolistraat 9 Duiven.
De uitvoering is gepland in maart 2018.",,2022-10-23,http://janjansen.net/wp-content/uploads/2022/10/43a.jpg,43a.jpg,/home/customer/www/janjansen.net/public_html/wp-content/uploads/2022/10/43a.jpg,904,43a,,,,http://janjansen.net/wp-content/uploads/2022/10/43a.jpg
845,"In opdracht uitgewerkt bouwaanvraag en werktekeningen woning in Huissen","<style>/*! elementor - v3.7.8 - 02-10-2022 */<br />
.elementor-widget-image-carousel .swiper-container{position:static}.elementor-widget-image-carousel .swiper-container .swiper-slide figure{line-height:inherit}.elementor-widget-image-carousel .swiper-slide{text-align:center}.elementor-image-carousel-wrapper:not(.swiper-container-initialized) .swiper-slide{max-width:calc(100% / var(--e-image-carousel-slides-to-show, 3))}</style>
<figure><img src=""http://localhost/jjba/wp-content/uploads/2022/10/42a-768x600.jpg"" alt=""42a""></figure>
In opdracht uitgewerkt bouwaanvraag en werktekeningen woning in Huissen.

Uitvoering januari 2018",,2022-10-23,http://janjansen.net/wp-content/uploads/2022/10/42a.jpg,42a.jpg,/home/customer/www/janjansen.net/public_html/wp-content/uploads/2022/10/42a.jpg,905,42a,,,,http://janjansen.net/wp-content/uploads/2022/10/42a.jpg
846,"Start nieuwbouw woning a.d. Picolistraat te Duiven","<style>/*! elementor - v3.7.8 - 02-10-2022 */<br />
.elementor-widget-image-carousel .swiper-container{position:static}.elementor-widget-image-carousel .swiper-container .swiper-slide figure{line-height:inherit}.elementor-widget-image-carousel .swiper-slide{text-align:center}.elementor-image-carousel-wrapper:not(.swiper-container-initialized) .swiper-slide{max-width:calc(100% / var(--e-image-carousel-slides-to-show, 3))}</style>
<figure><img src=""http://localhost/jjba/wp-content/uploads/2022/10/41a-768x600.jpg"" alt=""41a""></figure>
Start nieuwbouw woning a.d. Picolistraat te Duiven door sonderingen om te kijken hoe diep de boorpalen moeten worden aan gebracht. De uitvoering is in voorbereiding dmv aanvraagomgevingsvergunning.",,2022-10-23,http://janjansen.net/wp-content/uploads/2022/10/41a.jpg,41a.jpg,/home/customer/www/janjansen.net/public_html/wp-content/uploads/2022/10/41a.jpg,906,41a,,,,http://janjansen.net/wp-content/uploads/2022/10/41a.jpg
